Store Type,Metric,Includes Online Sales,Period,Percentage Change,Term,Period Type
Directly-Run Stores,Customer Numbers,1,Jan '21,-0.29999999999999716,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Jan '21,2.0999999999999943,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,Feb '21,0.4000000000000057,September 2020 to August 2021,Monthly
Same Stores,Customer Numbers,1,Feb '21,0.09999999999999432,September 2020 to August 2021,Monthly
Same Stores,Average Purchase per Customer,1,Feb '21,0.29999999999999716,September 2020 to August 2021,Monthly
Directly-Run Stores,Net Sales,1,Feb '21,1.2999999999999972,September 2020 to August 2021,Monthly
Directly-Run Stores,Customer Numbers,1,Feb '21,1.2000000000000028,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Feb '21,0.09999999999999432,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,Six months to Feb '21,5.599999999999994,September 2020 to August 2021,Biannual
Same Stores,Customer Numbers,1,Six months to Feb '21,0.29999999999999716,September 2020 to August 2021,Biannual
Same Stores,Average Purchase per Customer,1,Six months to Feb '21,5.299999999999997,September 2020 to August 2021,Biannual
Directly-Run Stores,Net Sales,1,Six months to Feb '21,5.799999999999997,September 2020 to August 2021,Biannual
Directly-Run Stores,Customer Numbers,1,Six months to Feb '21,0.5999999999999943,September 2020 to August 2021,Biannual
Directly-Run Stores,Average Purchase per Customer,1,Six months to Feb '21,5.200000000000003,September 2020 to August 2021,Biannual
Same Stores,Net Sales,1,Mar '21,40.19999999999999,September 2020 to August 2021,Monthly
Same Stores,Customer Numbers,1,Mar '21,46.69999999999999,September 2020 to August 2021,Monthly
Same Stores,Average Purchase per Customer,1,Mar '21,-4.400000000000006,September 2020 to August 2021,Monthly
Directly-Run Stores,Net Sales,1,Mar '21,41.5,September 2020 to August 2021,Monthly
Directly-Run Stores,Customer Numbers,1,Mar '21,47.900000000000006,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Mar '21,-4.400000000000006,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,Apr '21,84.5,September 2020 to August 2021,Monthly
Same Stores,Customer Numbers,1,Apr '21,117.30000000000001,September 2020 to August 2021,Monthly
Same Stores,Average Purchase per Customer,1,Apr '21,-15.099999999999994,September 2020 to August 2021,Monthly
Directly-Run Stores,Net Sales,1,Apr '21,92.1,September 2020 to August 2021,Monthly
Directly-Run Stores,Customer Numbers,1,Apr '21,126.0,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Apr '21,-15.0,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,May '21,-0.5999999999999943,September 2020 to August 2021,Monthly
Same Stores,Customer Numbers,1,May '21,19.200000000000003,September 2020 to August 2021,Monthly
Same Stores,Average Purchase per Customer,1,May '21,-16.599999999999994,September 2020 to August 2021,Monthly
Directly-Run Stores,Net Sales,1,May '21,3.5999999999999943,September 2020 to August 2021,Monthly
Directly-Run Stores,Customer Numbers,1,May '21,24.599999999999994,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,May '21,-16.900000000000006,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,Jun '21,-19.200000000000003,September 2020 to August 2021,Monthly
Same Stores,Customer Numbers,1,Jun '21,-8.200000000000003,September 2020 to August 2021,Monthly
Same Stores,Average Purchase per Customer,1,Jun '21,-11.900000000000006,September 2020 to August 2021,Monthly
Directly-Run Stores,Net Sales,1,Jun '21,-17.299999999999997,September 2020 to August 2021,Monthly
Directly-Run Stores,Customer Numbers,1,Jun '21,-5.900000000000006,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Jun '21,-12.200000000000003,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,Jul '21,0.09999999999999432,September 2020 to August 2021,Monthly
Same Stores,Customer Numbers,1,Jul '21,2.799999999999997,September 2020 to August 2021,Monthly
Same Stores,Average Purchase per Customer,1,Jul '21,-2.5999999999999943,September 2020 to August 2021,Monthly
Directly-Run Stores,Net Sales,1,Jul '21,2.0,September 2020 to August 2021,Monthly
Directly-Run Stores,Customer Numbers,1,Jul '21,5.099999999999994,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Jul '21,-2.9000000000000057,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,Aug '21,-38.9,September 2020 to August 2021,Monthly
Same Stores,Customer Numbers,1,Aug '21,-35.2,September 2020 to August 2021,Monthly
Same Stores,Average Purchase per Customer,1,Aug '21,-5.700000000000003,September 2020 to August 2021,Monthly
Directly-Run Stores,Net Sales,1,Aug '21,-37.3,September 2020 to August 2021,Monthly
Directly-Run Stores,Customer Numbers,1,Aug '21,-33.099999999999994,September 2020 to August 2021,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Aug '21,-6.299999999999997,September 2020 to August 2021,Monthly
Same Stores,Net Sales,1,Six months to Aug '21,0.9000000000000057,September 2020 to August 2021,Biannual
Same Stores,Customer Numbers,1,Six months to Aug '21,8.799999999999997,September 2020 to August 2021,Biannual
Same Stores,Average Purchase per Customer,1,Six months to Aug '21,-7.299999999999997,September 2020 to August 2021,Biannual
Directly-Run Stores,Net Sales,1,Six months to Aug '21,3.200000000000003,September 2020 to August 2021,Biannual
Directly-Run Stores,Customer Numbers,1,Six months to Aug '21,11.400000000000006,September 2020 to August 2021,Biannual
Directly-Run Stores,Average Purchase per Customer,1,Six months to Aug '21,-7.400000000000006,September 2020 to August 2021,Biannual
Same Stores,Net Sales,1,Year to Aug '21,3.5999999999999943,September 2020 to August 2021,Annual
Same Stores,Customer Numbers,1,Year to Aug '21,4.0,September 2020 to August 2021,Annual
Same Stores,Average Purchase per Customer,1,Year to Aug '21,-0.4000000000000057,September 2020 to August 2021,Annual
Directly-Run Stores,Net Sales,1,Year to Aug '21,4.700000000000003,September 2020 to August 2021,Annual
Directly-Run Stores,Customer Numbers,1,Year to Aug '21,5.400000000000006,September 2020 to August 2021,Annual
Directly-Run Stores,Average Purchase per Customer,1,Year to Aug '21,-0.7000000000000028,September 2020 to August 2021,Annual
Same Stores,Net Sales,1,Sep '21,-19.099999999999994,September 2021 to August 2022,Monthly
Same Stores,Customer Numbers,1,Sep '21,-19.0,September 2021 to August 2022,Monthly
Same Stores,Average Purchase per Customer,1,Sep '21,-0.09999999999999432,September 2021 to August 2022,Monthly
Directly-Run Stores,Net Sales,1,Sep '21,-19.799999999999997,September 2021 to August 2022,Monthly
Directly-Run Stores,Customer Numbers,1,Sep '21,-20.0,September 2021 to August 2022,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Sep '21,0.29999999999999716,September 2021 to August 2022,Monthly
Same Stores,Net Sales,1,Oct '21,-4.799999999999997,September 2021 to August 2022,Monthly
Same Stores,Customer Numbers,1,Oct '21,-4.5,September 2021 to August 2022,Monthly
Same Stores,Average Purchase per Customer,1,Oct '21,-0.29999999999999716,September 2021 to August 2022,Monthly
Directly-Run Stores,Net Sales,1,Oct '21,-5.200000000000003,September 2021 to August 2022,Monthly
Directly-Run Stores,Customer Numbers,1,Oct '21,-5.200000000000003,September 2021 to August 2022,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Oct '21,0.09999999999999432,September 2021 to August 2022,Monthly
Same Stores,Net Sales,1,Nov '21,-4.599999999999994,September 2021 to August 2022,Monthly
Same Stores,Customer Numbers,1,Nov '21,0.9000000000000057,September 2021 to August 2022,Monthly
Same Stores,Average Purchase per Customer,1,Nov '21,-5.5,September 2021 to August 2022,Monthly
Directly-Run Stores,Net Sales,1,Nov '21,-5.099999999999994,September 2021 to August 2022,Monthly
Directly-Run Stores,Customer Numbers,1,Nov '21,0.09999999999999432,September 2021 to August 2022,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Nov '21,-5.200000000000003,September 2021 to August 2022,Monthly
Same Stores,Net Sales,1,Dec '21,-11.099999999999994,September 2021 to August 2022,Monthly
Same Stores,Customer Numbers,1,Dec '21,-5.200000000000003,September 2021 to August 2022,Monthly
Same Stores,Average Purchase per Customer,1,Dec '21,-6.299999999999997,September 2021 to August 2022,Monthly
Directly-Run Stores,Net Sales,1,Dec '21,-8.200000000000003,September 2021 to August 2022,Monthly
Directly-Run Stores,Customer Numbers,1,Dec '21,-2.4000000000000057,September 2021 to August 2022,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Dec '21,-5.900000000000006,September 2021 to August 2022,Monthly
Same Stores,Net Sales,1,Jan '22,-7.099999999999994,September 2021 to August 2022,Monthly
Same Stores,Customer Numbers,1,Jan '22,-3.700000000000003,September 2021 to August 2022,Monthly
Same Stores,Average Purchase per Customer,1,Jan '22,-3.5999999999999943,September 2021 to August 2022,Monthly
Directly-Run Stores,Net Sales,1,Jan '22,-6.299999999999997,September 2021 to August 2022,Monthly
Directly-Run Stores,Customer Numbers,1,Jan '22,-3.4000000000000057,September 2021 to August 2022,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Jan '22,-3.0,September 2021 to August 2022,Monthly
Same Stores,Net Sales,1,Feb '22,-14.0,September 2021 to August 2022,Monthly
Same Stores,Customer Numbers,1,Feb '22,-12.599999999999994,September 2021 to August 2022,Monthly
Same Stores,Average Purchase per Customer,1,Feb '22,-1.5999999999999943,September 2021 to August 2022,Monthly
Directly-Run Stores,Net Sales,1,Feb '22,-11.400000000000006,September 2021 to August 2022,Monthly
Directly-Run Stores,Customer Numbers,1,Feb '22,-10.200000000000003,September 2021 to August 2022,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Feb '22,-1.4000000000000057,September 2021 to August 2022,Monthly
Same Stores,Net Sales,1,Six months to Feb '22,-9.0,September 2021 to August 2022,Biannual
Same Stores,Customer Numbers,1,Six months to Feb '22,-6.099999999999994,September 2021 to August 2022,Biannual
Same Stores,Average Purchase per Customer,1,Six months to Feb '22,-3.0999999999999943,September 2021 to August 2022,Biannual
Directly-Run Stores,Net Sales,1,Six months to Feb '22,-8.200000000000003,September 2021 to August 2022,Biannual
Directly-Run Stores,Customer Numbers,1,Six months to Feb '22,-5.599999999999994,September 2021 to August 2022,Biannual
Directly-Run Stores,Average Purchase per Customer,1,Six months to Feb '22,-2.799999999999997,September 2021 to August 2022,Biannual
Same Stores,Net Sales,1,Mar '22,-10.700000000000003,September 2021 to August 2022,Monthly
Same Stores,Customer Numbers,1,Mar '22,-15.799999999999997,September 2021 to August 2022,Monthly
Same Stores,Average Purchase per Customer,1,Mar '22,6.099999999999994,September 2021 to August 2022,Monthly
Directly-Run Stores,Net Sales,1,Mar '22,-7.700000000000003,September 2021 to August 2022,Monthly
Directly-Run Stores,Customer Numbers,1,Mar '22,-13.299999999999997,September 2021 to August 2022,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Mar '22,6.400000000000006,September 2021 to August 2022,Monthly
Same Stores,Net Sales,1,Apr '22,15.799999999999997,September 2021 to August 2022,Monthly
Same Stores,Customer Numbers,1,Apr '22,3.9000000000000057,September 2021 to August 2022,Monthly
Same Stores,Average Purchase per Customer,1,Apr '22,11.5,September 2021 to August 2022,Monthly
Directly-Run Stores,Net Sales,1,Apr '22,18.700000000000003,September 2021 to August 2022,Monthly
Directly-Run Stores,Customer Numbers,1,Apr '22,6.5,September 2021 to August 2022,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Apr '22,11.400000000000006,September 2021 to August 2022,Monthly
Same Stores,Net Sales,1,May '22,17.5,September 2021 to August 2022,Monthly
Same Stores,Customer Numbers,1,May '22,9.599999999999994,September 2021 to August 2022,Monthly
Same Stores,Average Purchase per Customer,1,May '22,7.299999999999997,September 2021 to August 2022,Monthly
Directly-Run Stores,Net Sales,1,May '22,19.799999999999997,September 2021 to August 2022,Monthly
Directly-Run Stores,Customer Numbers,1,May '22,11.700000000000003,September 2021 to August 2022,Monthly
Directly-Run Stores,Average Purchase per Customer,1,May '22,7.299999999999997,September 2021 to August 2022,Monthly
Same Stores,Net Sales,1,Jun '22,-10.200000000000003,September 2021 to August 2022,Monthly
Same Stores,Customer Numbers,1,Jun '22,-15.799999999999997,September 2021 to August 2022,Monthly
Same Stores,Average Purchase per Customer,1,Jun '22,6.599999999999994,September 2021 to August 2022,Monthly
Directly-Run Stores,Net Sales,1,Jun '22,-8.900000000000006,September 2021 to August 2022,Monthly
Directly-Run Stores,Customer Numbers,1,Jun '22,-14.599999999999994,September 2021 to August 2022,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Jun '22,6.700000000000003,September 2021 to August 2022,Monthly
Same Stores,Net Sales,1,Jul '22,6.400000000000006,September 2021 to August 2022,Monthly
Same Stores,Customer Numbers,1,Jul '22,-6.299999999999997,September 2021 to August 2022,Monthly
Same Stores,Average Purchase per Customer,1,Jul '22,13.599999999999994,September 2021 to August 2022,Monthly
Directly-Run Stores,Net Sales,1,Jul '22,8.099999999999994,September 2021 to August 2022,Monthly
Directly-Run Stores,Customer Numbers,1,Jul '22,-4.799999999999997,September 2021 to August 2022,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Jul '22,13.599999999999994,September 2021 to August 2022,Monthly
Same Stores,Net Sales,1,Aug '22,14.900000000000006,September 2021 to August 2022,Monthly
Same Stores,Customer Numbers,1,Aug '22,0.20000000000000284,September 2021 to August 2022,Monthly
Same Stores,Average Purchase per Customer,1,Aug '22,14.799999999999997,September 2021 to August 2022,Monthly
Directly-Run Stores,Net Sales,1,Aug '22,18.400000000000006,September 2021 to August 2022,Monthly
Directly-Run Stores,Customer Numbers,1,Aug '22,3.0,September 2021 to August 2022,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Aug '22,15.0,September 2021 to August 2022,Monthly
Same Stores,Net Sales,1,Six months to Aug '22,4.700000000000003,September 2021 to August 2022,Biannual
Same Stores,Customer Numbers,1,Six months to Aug '22,-4.599999999999994,September 2021 to August 2022,Biannual
Same Stores,Average Purchase per Customer,1,Six months to Aug '22,9.700000000000003,September 2021 to August 2022,Biannual
Directly-Run Stores,Net Sales,1,Six months to Aug '22,7.0,September 2021 to August 2022,Biannual
Directly-Run Stores,Customer Numbers,1,Six months to Aug '22,-2.5999999999999943,September 2021 to August 2022,Biannual
Directly-Run Stores,Average Purchase per Customer,1,Six months to Aug '22,9.799999999999997,September 2021 to August 2022,Biannual
Same Stores,Net Sales,1,Year to Aug '22,-3.299999999999997,September 2021 to August 2022,Annual
Same Stores,Customer Numbers,1,Year to Aug '22,-5.400000000000006,September 2021 to August 2022,Annual
Same Stores,Average Purchase per Customer,1,Year to Aug '22,2.0999999999999943,September 2021 to August 2022,Annual
Directly-Run Stores,Net Sales,1,Year to Aug '22,-1.7999999999999972,September 2021 to August 2022,Annual
Directly-Run Stores,Customer Numbers,1,Year to Aug '22,-4.099999999999994,September 2021 to August 2022,Annual
Directly-Run Stores,Average Purchase per Customer,1,Year to Aug '22,2.4000000000000057,September 2021 to August 2022,Annual
Same Stores,Net Sales,1,Sep '22,11.0,September 2022 to August 2023,Monthly
Same Stores,Customer Numbers,1,Sep '22,-2.9000000000000057,September 2022 to August 2023,Monthly
Same Stores,Average Purchase per Customer,1,Sep '22,14.400000000000006,September 2022 to August 2023,Monthly
Directly-Run Stores,Net Sales,1,Sep '22,14.099999999999994,September 2022 to August 2023,Monthly
Directly-Run Stores,Customer Numbers,1,Sep '22,-0.4000000000000057,September 2022 to August 2023,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Sep '22,14.5,September 2022 to August 2023,Monthly
Same Stores,Net Sales,1,Oct '22,12.799999999999997,September 2022 to August 2023,Monthly
Same Stores,Customer Numbers,1,Oct '22,1.4000000000000057,September 2022 to August 2023,Monthly
Same Stores,Average Purchase per Customer,1,Oct '22,11.299999999999997,September 2022 to August 2023,Monthly
Directly-Run Stores,Net Sales,1,Oct '22,17.0,September 2022 to August 2023,Monthly
Directly-Run Stores,Customer Numbers,1,Oct '22,5.0,September 2022 to August 2023,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Oct '22,11.400000000000006,September 2022 to August 2023,Monthly
Same Stores,Net Sales,1,Nov '22,-3.799999999999997,September 2022 to August 2023,Monthly
Same Stores,Customer Numbers,1,Nov '22,-9.700000000000003,September 2022 to August 2023,Monthly
Same Stores,Average Purchase per Customer,1,Nov '22,6.5,September 2022 to August 2023,Monthly
Directly-Run Stores,Net Sales,1,Nov '22,-0.7999999999999972,September 2022 to August 2023,Monthly
Directly-Run Stores,Customer Numbers,1,Nov '22,-6.700000000000003,September 2022 to August 2023,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Nov '22,6.400000000000006,September 2022 to August 2023,Monthly
Same Stores,Net Sales,1,Dec '22,16.900000000000006,September 2022 to August 2023,Monthly
Same Stores,Customer Numbers,1,Dec '22,1.7999999999999972,September 2022 to August 2023,Monthly
Same Stores,Average Purchase per Customer,1,Dec '22,14.799999999999997,September 2022 to August 2023,Monthly
Directly-Run Stores,Net Sales,1,Dec '22,20.700000000000003,September 2022 to August 2023,Monthly
Directly-Run Stores,Customer Numbers,1,Dec '22,5.299999999999997,September 2022 to August 2023,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Dec '22,14.700000000000003,September 2022 to August 2023,Monthly
Same Stores,Net Sales,1,Jan '23,10.900000000000006,September 2022 to August 2023,Monthly
Same Stores,Customer Numbers,1,Jan '23,-1.5,September 2022 to August 2023,Monthly
Same Stores,Average Purchase per Customer,1,Jan '23,12.599999999999994,September 2022 to August 2023,Monthly
Directly-Run Stores,Net Sales,1,Jan '23,14.900000000000006,September 2022 to August 2023,Monthly
Directly-Run Stores,Customer Numbers,1,Jan '23,2.200000000000003,September 2022 to August 2023,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Jan '23,12.400000000000006,September 2022 to August 2023,Monthly
Same Stores,Net Sales,1,Feb '23,21.299999999999997,September 2022 to August 2023,Monthly
Same Stores,Customer Numbers,1,Feb '23,3.9000000000000057,September 2022 to August 2023,Monthly
Same Stores,Average Purchase per Customer,1,Feb '23,16.799999999999997,September 2022 to August 2023,Monthly
Directly-Run Stores,Net Sales,1,Feb '23,25.5,September 2022 to August 2023,Monthly
Directly-Run Stores,Customer Numbers,1,Feb '23,7.700000000000003,September 2022 to August 2023,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Feb '23,16.599999999999994,September 2022 to August 2023,Monthly
Same Stores,Net Sales,1,Six months to Feb '23,10.0,September 2022 to August 2023,Biannual
Same Stores,Customer Numbers,1,Six months to Feb '23,-1.5999999999999943,September 2022 to August 2023,Biannual
Same Stores,Average Purchase per Customer,1,Six months to Feb '23,11.799999999999997,September 2022 to August 2023,Biannual
Directly-Run Stores,Net Sales,1,Six months to Feb '23,13.700000000000003,September 2022 to August 2023,Biannual
Directly-Run Stores,Customer Numbers,1,Six months to Feb '23,1.7000000000000028,September 2022 to August 2023,Biannual
Directly-Run Stores,Average Purchase per Customer,1,Six months to Feb '23,11.799999999999997,September 2022 to August 2023,Biannual
Same Stores,Net Sales,1,Mar '23,11.900000000000006,September 2022 to August 2023,Monthly
Same Stores,Customer Numbers,1,Mar '23,0.7999999999999972,September 2022 to August 2023,Monthly
Same Stores,Average Purchase per Customer,1,Mar '23,11.0,September 2022 to August 2023,Monthly
Directly-Run Stores,Net Sales,1,Mar '23,15.400000000000006,September 2022 to August 2023,Monthly
Directly-Run Stores,Customer Numbers,1,Mar '23,4.0,September 2022 to August 2023,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Mar '23,10.900000000000006,September 2022 to August 2023,Monthly
Same Stores,Net Sales,1,Apr '23,1.7000000000000028,September 2022 to August 2023,Monthly
Same Stores,Customer Numbers,1,Apr '23,-5.400000000000006,September 2022 to August 2023,Monthly
Same Stores,Average Purchase per Customer,1,Apr '23,7.5,September 2022 to August 2023,Monthly
Directly-Run Stores,Net Sales,1,Apr '23,5.900000000000006,September 2022 to August 2023,Monthly
Directly-Run Stores,Customer Numbers,1,Apr '23,-1.5,September 2022 to August 2023,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Apr '23,7.5,September 2022 to August 2023,Monthly
Same Stores,Net Sales,1,May '23,4.400000000000006,September 2022 to August 2023,Monthly
Same Stores,Customer Numbers,1,May '23,-3.700000000000003,September 2022 to August 2023,Monthly
Same Stores,Average Purchase per Customer,1,May '23,8.400000000000006,September 2022 to August 2023,Monthly
Directly-Run Stores,Net Sales,1,May '23,9.0,September 2022 to August 2023,Monthly
Directly-Run Stores,Customer Numbers,1,May '23,0.7000000000000028,September 2022 to August 2023,Monthly
Directly-Run Stores,Average Purchase per Customer,1,May '23,8.299999999999997,September 2022 to August 2023,Monthly
Same Stores,Net Sales,1,Jun '23,-3.4000000000000057,September 2022 to August 2023,Monthly
Same Stores,Customer Numbers,1,Jun '23,-14.5,September 2022 to August 2023,Monthly
Same Stores,Average Purchase per Customer,1,Jun '23,12.900000000000006,September 2022 to August 2023,Monthly
Directly-Run Stores,Net Sales,1,Jun '23,0.09999999999999432,September 2022 to August 2023,Monthly
Directly-Run Stores,Customer Numbers,1,Jun '23,-11.400000000000006,September 2022 to August 2023,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Jun '23,13.0,September 2022 to August 2023,Monthly
Same Stores,Net Sales,1,Jul '23,,September 2022 to August 2023,Monthly
Same Stores,Customer Numbers,1,Jul '23,,September 2022 to August 2023,Monthly
Same Stores,Average Purchase per Customer,1,Jul '23,,September 2022 to August 2023,Monthly
Directly-Run Stores,Net Sales,1,Jul '23,,September 2022 to August 2023,Monthly
Directly-Run Stores,Customer Numbers,1,Jul '23,,September 2022 to August 2023,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Jul '23,,September 2022 to August 2023,Monthly
Same Stores,Net Sales,1,Aug '23,,September 2022 to August 2023,Monthly
Same Stores,Customer Numbers,1,Aug '23,,September 2022 to August 2023,Monthly
Same Stores,Average Purchase per Customer,1,Aug '23,,September 2022 to August 2023,Monthly
Directly-Run Stores,Net Sales,1,Aug '23,,September 2022 to August 2023,Monthly
Directly-Run Stores,Customer Numbers,1,Aug '23,,September 2022 to August 2023,Monthly
Directly-Run Stores,Average Purchase per Customer,1,Aug '23,,September 2022 to August 2023,Monthly
Same Stores,Net Sales,1,Six months to Aug '23,3.299999999999997,September 2022 to August 2023,Biannual
Same Stores,Customer Numbers,1,Six months to Aug '23,-6.099999999999994,September 2022 to August 2023,Biannual
Same Stores,Average Purchase per Customer,1,Six months to Aug '23,10.0,September 2022 to August 2023,Biannual
Directly-Run Stores,Net Sales,1,Six months to Aug '23,7.299999999999997,September 2022 to August 2023,Biannual
Directly-Run Stores,Customer Numbers,1,Six months to Aug '23,-2.5,September 2022 to August 2023,Biannual
Directly-Run Stores,Average Purchase per Customer,1,Six months to Aug '23,10.0,September 2022 to August 2023,Biannual
Same Stores,Net Sales,1,Year to Aug '23,7.599999999999994,September 2022 to August 2023,Annual
Same Stores,Customer Numbers,1,Year to Aug '23,-3.299999999999997,September 2022 to August 2023,Annual
Same Stores,Average Purchase per Customer,1,Year to Aug '23,11.299999999999997,September 2022 to August 2023,Annual
Directly-Run Stores,Net Sales,1,Year to Aug '23,11.299999999999997,September 2022 to August 2023,Annual
Directly-Run Stores,Customer Numbers,1,Year to Aug '23,0.09999999999999432,September 2022 to August 2023,Annual
Directly-Run Stores,Average Purchase per Customer,1,Year to Aug '23,11.200000000000003,September 2022 to August 2023,Annual
